Num,Name,Type1,Type2,GenderRatio (M),GenderRatio (F),BaseStats (HP),BaseStats (Atk),BaseStats (Def),BaseStats (Spa),BaseStats (Spd),BaseStats (Spe),Abilities,Height (m),Weight (kg),Color,Prevo,EvoLevel,Evos
313,Volbeat,Bug,null,0.5,0.5,65,73,75,47,85,85,0: Illuminate 1: Swarm H: Prankster,0.7,17.7,Gray,None,Base,None
314,Illumise,Bug,null,0.5,0.5,65,47,75,73,85,85,0: Oblivious 1: Tinted Lens H: Prankster,0.6,17.7,Purple,None,Base,None
315,Roselia,Grass,Poison,0.5,0.5,50,60,45,100,80,65,0: Natural Cure 1: Poison Point H: Leaf Guard,0.3,2,Green,Budew,Base,Roserade
316,Gulpin,Poison,null,0.5,0.5,70,43,53,43,53,40,0: Liquid Ooze 1: Sticky Hold H: Gluttony,0.4,10.3,Green,None,Base,Swalot
317,Swalot,Poison,null,0.5,0.5,100,73,83,73,83,55,0: Liquid Ooze 1: Sticky Hold H: Gluttony,1.7,80,Purple,Gulpin,26,None
318,Carvanha,Water,Dark,0.5,0.5,45,90,20,65,20,65,0: Rough Skin H: Speed Boost,0.8,20.8,Red,None,Base,Sharpedo
319,Sharpedo,Water,Dark,0.5,0.5,70,120,40,95,40,95,0: Rough Skin H: Speed Boost,1.8,88.8,Blue,Carvanha,30,None
320,Wailmer,Water,null,0.5,0.5,130,70,35,70,35,60,0: Water Veil 1: Oblivious H: Pressure,2,130,Blue,None,Base,Wailord
321,Wailord,Water,null,0.5,0.5,170,90,45,90,45,60,0: Water Veil 1: Oblivious H: Pressure,14.5,398,Blue,Wailmer,40,None
322,Numel,Fire,Ground,0.5,0.5,60,60,40,65,45,35,0: Oblivious 1: Simple H: Own Tempo,0.7,24,Yellow,None,Base,Camerupt
323,Camerupt,Fire,Ground,0.5,0.5,70,100,70,105,75,40,0: Magma Armor 1: Solid Rock H: Anger Point,1.9,220,Red,Numel,33,None
324,Torkoal,Fire,null,0.5,0.5,70,85,140,85,70,20,0: White Smoke 1: Drought H: Shell Armor,0.5,80.4,Brown,None,Base,None
325,Spoink,Psychic,null,0.5,0.5,60,25,35,70,80,60,0: Thick Fat 1: Own Tempo H: Gluttony,0.7,30.6,Black,None,Base,Grumpig
326,Grumpig,Psychic,null,0.5,0.5,80,45,65,90,110,80,0: Thick Fat 1: Own Tempo H: Gluttony,0.9,71.5,Purple,Spoink,32,None
327,Spinda,Normal,null,0.5,0.5,60,60,60,60,60,60,0: Own Tempo 1: Tangled Feet H: Contrary,1.1,5,Brown,None,Base,None
328,Trapinch,Ground,null,0.5,0.5,45,100,45,45,45,10,0: Hyper Cutter 1: Arena Trap H: Sheer Force,0.7,15,Brown,None,Base,Vibrava
329,Vibrava,Ground,Dragon,0.5,0.5,50,70,50,50,50,70,0: Levitate,1.1,15.3,Green,Trapinch,35,Flygon
330,Flygon,Ground,Dragon,0.5,0.5,80,100,80,80,80,100,0: Levitate,2,82,Green,Vibrava,45,None
331,Cacnea,Grass,null,0.5,0.5,50,85,40,85,40,35,0: Sand Veil H: Water Absorb,0.4,51.3,Green,None,Base,Cacturne
332,Cacturne,Grass,Dark,0.5,0.5,70,115,60,115,60,55,0: Sand Veil H: Water Absorb,1.3,77.4,Green,Cacnea,32,None
333,Swablu,Normal,Flying,0.5,0.5,45,40,60,40,75,50,0: Natural Cure H: Cloud Nine,0.4,1.2,Blue,None,Base,Altaria
334,Altaria,Dragon,Flying,0.5,0.5,75,70,90,70,105,80,0: Natural Cure H: Cloud Nine,1.1,20.6,Blue,Swablu,35,None
335,Zangoose,Normal,null,0.5,0.5,73,115,60,60,60,90,0: Immunity H: Toxic Boost,1.3,40.3,White,None,Base,None
336,Seviper,Poison,null,0.5,0.5,73,100,60,100,60,65,0: Shed Skin H: Infiltrator,2.7,52.5,Black,None,Base,None
337,Lunatone,Rock,Psychic,0.5,0.5,90,55,65,95,85,70,0: Levitate,1,168,Yellow,None,Base,None
338,Solrock,Rock,Psychic,0.5,0.5,90,95,85,55,65,70,0: Levitate,1.2,154,Red,None,Base,None
339,Barboach,Water,Ground,0.5,0.5,50,48,43,46,41,60,0: Oblivious 1: Anticipation H: Hydration,0.4,1.9,Gray,None,Base,Whiscash
340,Whiscash,Water,Ground,0.5,0.5,110,78,73,76,71,60,0: Oblivious 1: Anticipation H: Hydration,0.9,23.6,Blue,Barboach,30,None
341,Corphish,Water,null,0.5,0.5,43,80,65,50,35,35,0: Hyper Cutter 1: Shell Armor H: Adaptability,0.6,11.5,Red,None,Base,Crawdaunt
342,Crawdaunt,Water,Dark,0.5,0.5,63,120,85,90,55,55,0: Hyper Cutter 1: Shell Armor H: Adaptability,1.1,32.8,Red,Corphish,30,None
343,Baltoy,Ground,Psychic,0.5,0.5,40,40,55,40,70,55,0: Levitate,0.5,21.5,Brown,None,Base,Claydol
344,Claydol,Ground,Psychic,0.5,0.5,60,70,105,70,120,75,0: Levitate,1.5,108,Black,Baltoy,36,None
345,Lileep,Rock,Grass,0.875,0.125,66,41,77,61,87,23,0: Suction Cups H: Storm Drain,1,23.8,Purple,None,Base,Cradily
346,Cradily,Rock,Grass,0.875,0.125,86,81,97,81,107,43,0: Suction Cups H: Storm Drain,1.5,60.4,Green,Lileep,40,None
347,Anorith,Rock,Bug,0.875,0.125,45,95,50,40,50,75,0: Battle Armor H: Swift Swim,0.7,12.5,Gray,None,Base,Armaldo
348,Armaldo,Rock,Bug,0.875,0.125,75,125,100,70,80,45,0: Battle Armor H: Swift Swim,1.5,68.2,Gray,Anorith,40,None
349,Feebas,Water,null,0.5,0.5,20,15,20,10,55,80,0: Swift Swim 1: Oblivious H: Adaptability,0.6,7.4,Brown,None,Base,Milotic
350,Milotic,Water,null,0.5,0.5,95,60,79,100,125,81,0: Marvel Scale 1: Competitive H: Cute Charm,6.2,162,Pink,Feebas,Base,None
351,Castform,Normal,null,0.5,0.5,70,70,70,70,70,70,0: Forecast,0.3,0.8,Gray,None,Base,None
351,Castform-Sunny,Fire,null,0.5,0.5,70,70,70,70,70,70,0: Forecast,0.3,0.8,Red,None,Base,None
351,Castform-Rainy,Water,null,0.5,0.5,70,70,70,70,70,70,0: Forecast,0.3,0.8,Blue,None,Base,None
351,Castform-Snowy,Ice,null,0.5,0.5,70,70,70,70,70,70,0: Forecast,0.3,0.8,White,None,Base,None
352,Kecleon,Normal,null,0.5,0.5,60,90,70,60,120,40,0: Color Change H: Protean,1,22,Green,None,Base,None
353,Shuppet,Ghost,null,0.5,0.5,44,75,35,63,33,45,0: Insomnia 1: Frisk H: Cursed Body,0.6,2.3,Black,None,Base,Banette
354,Banette,Ghost,null,0.5,0.5,64,115,65,83,63,65,0: Insomnia 1: Frisk H: Cursed Body,1.1,12.5,Black,Shuppet,37,None
355,Duskull,Ghost,null,0.5,0.5,20,40,90,30,90,25,0: Levitate H: Frisk,0.8,15,Black,None,Base,Dusclops
356,Dusclops,Ghost,null,0.5,0.5,40,70,130,60,130,25,0: Pressure H: Frisk,1.6,30.6,Black,Duskull,37,Dusknoir
357,Tropius,Grass,Flying,0.5,0.5,99,68,83,72,87,51,0: Chlorophyll 1: Solar Power H: Harvest,2,100,Green,None,Base,None
358,Chimecho,Psychic,null,0.5,0.5,75,50,80,95,90,65,0: Levitate,0.6,1,Blue,Chingling,Base,None
359,Absol,Dark,null,0.5,0.5,65,130,60,75,60,75,0: Pressure 1: Super Luck H: Justified,1.2,47,White,None,Base,None
360,Wynaut,Psychic,null,0.5,0.5,95,23,48,23,48,23,0: Shadow Tag H: Telepathy,0.6,14,Blue,None,Base,Wobbuffet
361,Snorunt,Ice,null,0.5,0.5,50,50,50,50,50,50,0: Inner Focus 1: Ice Body H: Moody,0.7,16.8,Gray,None,Base,Glalie
362,Glalie,Ice,null,0.5,0.5,80,80,80,80,80,80,0: Inner Focus 1: Ice Body H: Moody,1.5,256.5,Gray,Snorunt,42,None
363,Spheal,Ice,Water,0.5,0.5,70,40,50,55,50,25,0: Thick Fat 1: Ice Body H: Oblivious,0.8,39.5,Blue,None,Base,Sealeo
364,Sealeo,Ice,Water,0.5,0.5,90,60,70,75,70,45,0: Thick Fat 1: Ice Body H: Oblivious,1.1,87.6,Blue,Spheal,32,Walrein
365,Walrein,Ice,Water,0.5,0.5,110,80,90,95,90,65,0: Thick Fat 1: Ice Body H: Oblivious,1.4,150.6,Blue,Sealeo,44,None
366,Clamperl,Water,null,0.5,0.5,35,64,85,74,55,32,0: Shell Armor H: Rattled,0.4,52.5,Blue,None,Base,Huntail
367,Huntail,Water,null,0.5,0.5,55,104,105,94,75,52,0: Swift Swim H: Water Veil,1.7,27,Blue,Clamperl,Base,None
368,Gorebyss,Water,null,0.5,0.5,55,84,105,114,75,52,0: Swift Swim H: Hydration,1.8,22.6,Pink,Clamperl,Base,None
369,Relicanth,Water,Rock,0.875,0.125,100,90,130,45,65,55,0: Swift Swim 1: Rock Head H: Sturdy,1,23.4,Gray,None,Base,None
370,Luvdisc,Water,null,0.25,0.75,43,30,55,40,65,97,0: Swift Swim H: Hydration,0.6,8.7,Pink,None,Base,None
371,Bagon,Dragon,null,0.5,0.5,45,75,60,40,30,50,0: Rock Head H: Sheer Force,0.6,42.1,Blue,None,Base,Shelgon
372,Shelgon,Dragon,null,0.5,0.5,65,95,100,60,50,50,0: Rock Head H: Overcoat,1.1,110.5,White,Bagon,30,Salamence
373,Salamence,Dragon,Flying,0.5,0.5,95,135,80,110,80,100,0: Intimidate H: Moxie,1.5,102.6,Blue,Shelgon,50,None
374,Beldum,Steel,Psychic,0.5,0.5,40,55,80,35,60,30,0: Clear Body H: Light Metal,0.6,95.2,Blue,None,Base,Metang
375,Metang,Steel,Psychic,0.5,0.5,60,75,100,55,80,50,0: Clear Body H: Light Metal,1.2,202.5,Blue,Beldum,20,Metagross
376,Metagross,Steel,Psychic,0.5,0.5,80,135,130,95,90,70,0: Clear Body H: Light Metal,1.6,550,Blue,Metang,45,None
377,Regirock,Rock,null,0.5,0.5,80,100,200,50,100,50,0: Clear Body H: Sturdy,1.7,230,Brown,None,Base,None
378,Regice,Ice,null,0.5,0.5,80,50,100,100,200,50,0: Clear Body H: Ice Body,1.8,175,Blue,None,Base,None
379,Registeel,Steel,null,0.5,0.5,80,75,150,75,150,50,0: Clear Body H: Light Metal,1.9,205,Gray,None,Base,None
380,Latias,Dragon,Psychic,0.5,0.5,80,80,90,110,130,110,0: Levitate,1.4,40,Red,None,Base,None
381,Latios,Dragon,Psychic,0.5,0.5,80,90,80,130,110,110,0: Levitate,2,60,Blue,None,Base,None
382,Kyogre,Water,null,0.5,0.5,100,100,90,150,140,90,0: Drizzle,4.5,352,Blue,None,Base,None
383,Groudon,Ground,null,0.5,0.5,100,150,140,100,90,90,0: Drought,3.5,950,Red,None,Base,None
384,Rayquaza,Dragon,Flying,0.5,0.5,105,150,90,150,90,95,0: Air Lock,7,206.5,Green,None,Base,None
385,Jirachi,Steel,Psychic,0.5,0.5,100,100,100,100,100,100,0: Serene Grace,0.3,1.1,Yellow,None,Base,None
386,Deoxys,Psychic,null,0.5,0.5,50,150,50,150,50,150,0: Pressure,1.7,60.8,Red,None,Base,None
386,Deoxys-Attack,Psychic,null,0.5,0.5,50,180,20,180,20,150,0: Pressure,1.7,60.8,Red,None,Base,None
386,Deoxys-Defense,Psychic,null,0.5,0.5,50,70,160,70,160,90,0: Pressure,1.7,60.8,Red,None,Base,None
386,Deoxys-Speed,Psychic,null,0.5,0.5,50,95,90,95,90,180,0: Pressure,1.7,60.8,Red,None,Base,None
387,Turtwig,Grass,null,0.875,0.125,55,68,64,45,55,31,0: Overgrow H: Shell Armor,0.4,10.2,Green,None,Base,Grotle
388,Grotle,Grass,null,0.875,0.125,75,89,85,55,65,36,0: Overgrow H: Shell Armor,1.1,97,Green,Turtwig,18,Torterra
389,Torterra,Grass,Ground,0.875,0.125,95,109,105,75,85,56,0: Overgrow H: Shell Armor,2.2,310,Green,Grotle,32,None
390,Chimchar,Fire,null,0.875,0.125,44,58,44,58,44,61,0: Blaze H: Iron Fist,0.5,6.2,Brown,None,Base,Monferno
391,Monferno,Fire,Fighting,0.875,0.125,64,78,52,78,52,81,0: Blaze H: Iron Fist,0.9,22,Brown,Chimchar,14,Infernape
392,Infernape,Fire,Fighting,0.875,0.125,76,104,71,104,71,108,0: Blaze H: Iron Fist,1.2,55,Brown,Monferno,36,None
393,Piplup,Water,null,0.875,0.125,53,51,53,61,56,40,0: Torrent H: Competitive,0.4,5.2,Blue,None,Base,Prinplup
394,Prinplup,Water,null,0.875,0.125,64,66,68,81,76,50,0: Torrent H: Competitive,0.8,23,Blue,Piplup,16,Empoleon
395,Empoleon,Water,Steel,0.875,0.125,84,86,88,111,101,60,0: Torrent H: Competitive,1.7,84.5,Blue,Prinplup,36,None
396,Starly,Normal,Flying,0.5,0.5,40,55,30,30,30,60,0: Keen Eye H: Reckless,0.3,2,Brown,None,Base,Staravia
397,Staravia,Normal,Flying,0.5,0.5,55,75,50,40,40,80,0: Intimidate H: Reckless,0.6,15.5,Brown,Starly,14,Staraptor
398,Staraptor,Normal,Flying,0.5,0.5,85,120,70,50,60,100,0: Intimidate H: Reckless,1.2,24.9,Brown,Staravia,34,None
399,Bidoof,Normal,null,0.5,0.5,59,45,40,35,40,31,0: Simple 1: Unaware H: Moody,0.5,20,Brown,None,Base,Bibarel
400,Bibarel,Normal,Water,0.5,0.5,79,85,60,55,60,71,0: Simple 1: Unaware H: Moody,1,31.5,Brown,Bidoof,15,None
401,Kricketot,Bug,null,0.5,0.5,37,25,41,25,41,25,0: Shed Skin H: Run Away,0.3,2.2,Red,None,Base,Kricketune
402,Kricketune,Bug,null,0.5,0.5,77,85,51,55,51,65,0: Swarm H: Technician,1,25.5,Red,Kricketot,10,None
403,Shinx,Electric,null,0.5,0.5,45,65,34,40,34,45,0: Rivalry 1: Intimidate H: Guts,0.5,9.5,Blue,None,Base,Luxio
404,Luxio,Electric,null,0.5,0.5,60,85,49,60,49,60,0: Rivalry 1: Intimidate H: Guts,0.9,30.5,Blue,Shinx,15,Luxray
405,Luxray,Electric,null,0.5,0.5,80,120,79,95,79,70,0: Rivalry 1: Intimidate H: Guts,1.4,42,Blue,Luxio,30,None
406,Budew,Grass,Poison,0.5,0.5,40,30,35,50,70,55,0: Natural Cure 1: Poison Point H: Leaf Guard,0.2,1.2,Green,None,Base,Roselia
407,Roserade,Grass,Poison,0.5,0.5,60,70,65,125,105,90,0: Natural Cure 1: Poison Point H: Technician,0.9,14.5,Green,Roselia,Base,None
408,Cranidos,Rock,null,0.875,0.125,67,125,40,30,30,58,0: Mold Breaker H: Sheer Force,0.9,31.5,Blue,None,Base,Rampardos
409,Rampardos,Rock,null,0.875,0.125,97,165,60,65,50,58,0: Mold Breaker H: Sheer Force,1.6,102.5,Blue,Cranidos,30,None
410,Shieldon,Rock,Steel,0.875,0.125,30,42,118,42,88,30,0: Sturdy H: Soundproof,0.5,57,Gray,None,Base,Bastiodon
411,Bastiodon,Rock,Steel,0.875,0.125,60,52,168,47,138,30,0: Sturdy H: Soundproof,1.3,149.5,Gray,Shieldon,30,None
412,Burmy,Bug,null,0.5,0.5,40,29,45,29,45,36,0: Shed Skin H: Overcoat,0.2,3.4,Green,None,Base,Wormadam
413,Wormadam,Bug,Grass,0.5,0.5,60,59,85,79,105,36,0: Anticipation H: Overcoat,0.5,6.5,Green,Burmy,20,None
413,Wormadam-Sandy,Bug,Ground,0.5,0.5,60,79,105,59,85,36,0: Anticipation H: Overcoat,0.5,6.5,Brown,Burmy,20,None
413,Wormadam-Trash,Bug,Steel,0.5,0.5,60,69,95,69,95,36,0: Anticipation H: Overcoat,0.5,6.5,Red,Burmy,20,None
414,Mothim,Bug,Flying,0.5,0.5,70,94,50,94,50,66,0: Swarm H: Tinted Lens,0.9,23.3,Yellow,Burmy,20,None
415,Combee,Bug,Flying,0.875,0.125,30,30,42,30,42,70,0: Honey Gather H: Hustle,0.3,5.5,Yellow,None,Base,Vespiquen
416,Vespiquen,Bug,Flying,0.5,0.5,70,80,102,80,102,40,0: Pressure H: Unnerve,1.2,38.5,Yellow,Combee,21,None
417,Pachirisu,Electric,null,0.5,0.5,60,45,70,45,90,95,0: Run Away 1: Pickup H: Volt Absorb,0.4,3.9,White,None,Base,None
418,Buizel,Water,null,0.5,0.5,55,65,35,60,30,85,0: Swift Swim H: Water Veil,0.7,29.5,Brown,None,Base,Floatzel
419,Floatzel,Water,null,0.5,0.5,85,105,55,85,50,115,0: Swift Swim H: Water Veil,1.1,33.5,Brown,Buizel,26,None
420,Cherubi,Grass,null,0.5,0.5,45,35,45,62,53,35,0: Chlorophyll,0.4,3.3,Pink,None,Base,Cherrim
421,Cherrim,Grass,null,0.5,0.5,70,60,70,87,78,85,0: Flower Gift,0.5,9.3,Purple,Cherubi,25,None
421,Cherrim-Sunshine,Grass,null,0.5,0.5,70,60,70,87,78,85,0: Flower Gift,0.5,9.3,Pink,None,Base,None
422,Shellos,Water,null,0.5,0.5,76,48,48,57,62,34,0: Sticky Hold 1: Storm Drain H: Sand Force,0.3,6.3,Purple,None,Base,Gastrodon
423,Gastrodon,Water,Ground,0.5,0.5,111,83,68,92,82,39,0: Sticky Hold 1: Storm Drain H: Sand Force,0.9,29.9,Purple,Shellos,30,None
424,Ambipom,Normal,null,0.5,0.5,75,100,66,60,66,115,0: Technician 1: Pickup H: Skill Link,1.2,20.3,Purple,Aipom,Base,None
425,Drifloon,Ghost,Flying,0.5,0.5,90,50,34,60,44,70,0: Aftermath 1: Unburden H: Flare Boost,0.4,1.2,Purple,None,Base,Drifblim
426,Drifblim,Ghost,Flying,0.5,0.5,150,80,44,90,54,80,0: Aftermath 1: Unburden H: Flare Boost,1.2,15,Purple,Drifloon,28,None
427,Buneary,Normal,null,0.5,0.5,55,66,44,44,56,85,0: Run Away 1: Klutz H: Limber,0.4,5.5,Brown,None,Base,Lopunny
428,Lopunny,Normal,null,0.5,0.5,65,76,84,54,96,105,0: Cute Charm 1: Klutz H: Limber,1.2,33.3,Brown,Buneary,Base,None
429,Mismagius,Ghost,null,0.5,0.5,60,60,60,105,105,105,0: Levitate,0.9,4.4,Purple,Misdreavus,Base,None
430,Honchkrow,Dark,Flying,0.5,0.5,100,125,52,105,52,71,0: Insomnia 1: Super Luck H: Moxie,0.9,27.3,Black,Murkrow,Base,None
431,Glameow,Normal,null,0.25,0.75,49,55,42,42,37,85,0: Limber 1: Own Tempo H: Keen Eye,0.5,3.9,Gray,None,Base,Purugly
432,Purugly,Normal,null,0.25,0.75,71,82,64,64,59,112,0: Thick Fat 1: Own Tempo H: Defiant,1,43.8,Gray,Glameow,38,None
433,Chingling,Psychic,null,0.5,0.5,45,30,50,65,50,45,0: Levitate,0.2,0.6,Yellow,None,Base,Chimecho
434,Stunky,Poison,Dark,0.5,0.5,63,63,47,41,41,74,0: Stench 1: Aftermath H: Keen Eye,0.4,19.2,Purple,None,Base,Skuntank
435,Skuntank,Poison,Dark,0.5,0.5,103,93,67,71,61,84,0: Stench 1: Aftermath H: Keen Eye,1,38,Purple,Stunky,34,None
436,Bronzor,Steel,Psychic,0.5,0.5,57,24,86,24,86,23,0: Levitate 1: Heatproof H: Heavy Metal,0.5,60.5,Green,None,Base,Bronzong
437,Bronzong,Steel,Psychic,0.5,0.5,67,89,116,79,116,33,0: Levitate 1: Heatproof H: Heavy Metal,1.3,187,Green,Bronzor,33,None
438,Bonsly,Rock,null,0.5,0.5,50,80,95,10,45,10,0: Sturdy 1: Rock Head H: Rattled,0.5,15,Brown,None,Base,Sudowoodo
439,Mime Jr.,Psychic,Fairy,0.5,0.5,20,25,45,70,90,60,0: Soundproof 1: Filter H: Technician,0.6,13,Pink,None,Base,Mr. Mime
440,Happiny,Normal,null,0.5,0.5,100,5,5,15,65,30,0: Natural Cure 1: Serene Grace H: Friend Guard,0.6,24.4,Pink,None,Base,Chansey
441,Chatot,Normal,Flying,0.5,0.5,76,65,45,92,42,91,0: Keen Eye 1: Tangled Feet H: Big Pecks,0.5,1.9,Black,None,Base,None
442,Spiritomb,Ghost,Dark,0.5,0.5,50,92,108,92,108,35,0: Pressure H: Infiltrator,1,108,Purple,None,Base,None
443,Gible,Dragon,Ground,0.5,0.5,58,70,45,40,45,42,0: Sand Veil H: Rough Skin,0.7,20.5,Blue,None,Base,Gabite
444,Gabite,Dragon,Ground,0.5,0.5,68,90,65,50,55,82,0: Sand Veil H: Rough Skin,1.4,56,Blue,Gible,24,Garchomp
445,Garchomp,Dragon,Ground,0.5,0.5,108,130,95,80,85,102,0: Sand Veil H: Rough Skin,1.9,95,Blue,Gabite,48,None
446,Munchlax,Normal,null,0.875,0.125,135,85,40,40,85,5,0: Pickup 1: Thick Fat H: Gluttony,0.6,105,Black,None,Base,Snorlax
447,Riolu,Fighting,null,0.875,0.125,40,70,40,35,40,60,0: Steadfast 1: Inner Focus H: Prankster,0.7,20.2,Blue,None,Base,Lucario
448,Lucario,Fighting,Steel,0.875,0.125,70,110,70,115,70,90,0: Steadfast 1: Inner Focus H: Justified,1.2,54,Blue,Riolu,Base,None
449,Hippopotas,Ground,null,0.5,0.5,68,72,78,38,42,32,0: Sand Stream H: Sand Force,0.8,49.5,Brown,None,Base,Hippowdon
450,Hippowdon,Ground,null,0.5,0.5,108,112,118,68,72,47,0: Sand Stream H: Sand Force,2,300,Brown,Hippopotas,34,None
451,Skorupi,Poison,Bug,0.5,0.5,40,50,90,30,55,65,0: Battle Armor 1: Sniper H: Keen Eye,0.8,12,Purple,None,Base,Drapion
452,Drapion,Poison,Dark,0.5,0.5,70,90,110,60,75,95,0: Battle Armor 1: Sniper H: Keen Eye,1.3,61.5,Purple,Skorupi,40,None
453,Croagunk,Poison,Fighting,0.5,0.5,48,61,40,61,40,50,0: Anticipation 1: Dry Skin H: Poison Touch,0.7,23,Blue,None,Base,Toxicroak
454,Toxicroak,Poison,Fighting,0.5,0.5,83,106,65,86,65,85,0: Anticipation 1: Dry Skin H: Poison Touch,1.3,44.4,Blue,Croagunk,37,None
455,Carnivine,Grass,null,0.5,0.5,74,100,72,90,72,46,0: Levitate,1.4,27,Green,None,Base,None
456,Finneon,Water,null,0.5,0.5,49,49,56,49,61,66,0: Swift Swim 1: Storm Drain H: Water Veil,0.4,7,Blue,None,Base,Lumineon
457,Lumineon,Water,null,0.5,0.5,69,69,76,69,86,91,0: Swift Swim 1: Storm Drain H: Water Veil,1.2,24,Blue,Finneon,31,None
458,Mantyke,Water,Flying,0.5,0.5,45,20,50,60,120,50,0: Swift Swim 1: Water Absorb H: Water Veil,1,65,Blue,None,Base,Mantine
459,Snover,Grass,Ice,0.5,0.5,60,62,50,62,60,40,0: Snow Warning H: Soundproof,1,50.5,White,None,Base,Abomasnow
460,Abomasnow,Grass,Ice,0.5,0.5,90,92,75,92,85,60,0: Snow Warning H: Soundproof,2.2,135.5,White,Snover,40,None
461,Weavile,Dark,Ice,0.5,0.5,70,120,65,45,85,125,0: Pressure H: Pickpocket,1.1,34,Black,Sneasel,Base,None
462,Magnezone,Electric,Steel,0.5,0.5,70,70,115,130,90,60,0: Magnet Pull 1: Sturdy H: Analytic,1.2,180,Gray,Magneton,Base,None
463,Lickilicky,Normal,null,0.5,0.5,110,85,95,80,95,50,0: Own Tempo 1: Oblivious H: Cloud Nine,1.7,140,Pink,Lickitung,Base,None
464,Rhyperior,Ground,Rock,0.5,0.5,115,140,130,55,55,40,0: Lightning Rod 1: Solid Rock H: Reckless,2.4,282.8,Gray,Rhydon,Base,None
465,Tangrowth,Grass,null,0.5,0.5,100,100,125,110,50,50,0: Chlorophyll 1: Leaf Guard H: Regenerator,2,128.6,Blue,Tangela,Base,None
466,Electivire,Electric,null,0.75,0.25,75,123,67,95,85,95,0: Motor Drive H: Vital Spirit,1.8,138.6,Yellow,Electabuzz,Base,None
467,Magmortar,Fire,null,0.75,0.25,75,95,67,125,95,83,0: Flame Body H: Vital Spirit,1.6,68,Red,Magmar,Base,None
468,Togekiss,Fairy,Flying,0.875,0.125,85,50,95,120,115,80,0: Hustle 1: Serene Grace H: Super Luck,1.5,38,White,Togetic,Base,None
469,Yanmega,Bug,Flying,0.5,0.5,86,76,86,116,56,95,0: Speed Boost 1: Tinted Lens H: Frisk,1.9,51.5,Green,Yanma,Base,None
470,Leafeon,Grass,null,0.875,0.125,65,110,130,60,65,95,0: Leaf Guard H: Chlorophyll,1,25.5,Green,Eevee,Base,None
471,Glaceon,Ice,null,0.875,0.125,65,60,110,130,95,65,0: Snow Cloak H: Ice Body,0.8,25.9,Blue,Eevee,Base,None
472,Gliscor,Ground,Flying,0.5,0.5,75,95,125,45,75,95,0: Hyper Cutter 1: Sand Veil H: Poison Heal,2,42.5,Purple,Gligar,Base,None
473,Mamoswine,Ice,Ground,0.5,0.5,110,130,80,70,60,80,0: Oblivious 1: Snow Cloak H: Thick Fat,2.5,291,Brown,Piloswine,Base,None
474,Porygon-Z,Normal,null,0.5,0.5,85,80,70,135,75,90,0: Adaptability 1: Download H: Analytic,0.9,34,Red,Porygon2,Base,None
475,Gallade,Psychic,Fighting,0.5,0.5,68,125,65,65,115,80,0: Steadfast 1: Sharpness H: Justified,1.6,52,White,Kirlia,Base,None
476,Probopass,Rock,Steel,0.5,0.5,60,55,145,75,150,40,0: Sturdy 1: Magnet Pull H: Sand Force,1.4,340,Gray,Nosepass,Base,None
477,Dusknoir,Ghost,null,0.5,0.5,45,100,135,65,135,45,0: Pressure H: Frisk,2.2,106.6,Black,Dusclops,Base,None
478,Froslass,Ice,Ghost,0.5,0.5,70,80,70,80,70,110,0: Snow Cloak H: Cursed Body,1.3,26.6,White,Snorunt,Base,None
479,Rotom,Electric,Ghost,0.5,0.5,50,50,77,95,77,91,0: Levitate,0.3,0.3,Red,None,Base,None
479,Rotom-Heat,Electric,Fire,0.5,0.5,50,65,107,105,107,86,0: Levitate,0.3,0.3,Red,None,Base,None
479,Rotom-Wash,Electric,Water,0.5,0.5,50,65,107,105,107,86,0: Levitate,0.3,0.3,Red,None,Base,None
479,Rotom-Frost,Electric,Ice,0.5,0.5,50,65,107,105,107,86,0: Levitate,0.3,0.3,Red,None,Base,None
479,Rotom-Fan,Electric,Flying,0.5,0.5,50,65,107,105,107,86,0: Levitate,0.3,0.3,Red,None,Base,None
479,Rotom-Mow,Electric,Grass,0.5,0.5,50,65,107,105,107,86,0: Levitate,0.3,0.3,Red,None,Base,None
480,Uxie,Psychic,null,0.5,0.5,75,75,130,75,130,95,0: Levitate,0.3,0.3,Yellow,None,Base,None
481,Mesprit,Psychic,null,0.5,0.5,80,105,105,105,105,80,0: Levitate,0.3,0.3,Pink,None,Base,None
482,Azelf,Psychic,null,0.5,0.5,75,125,70,125,70,115,0: Levitate,0.3,0.3,Blue,None,Base,None
483,Dialga,Steel,Dragon,0.5,0.5,100,120,120,150,100,90,0: Pressure H: Telepathy,5.4,683,White,None,Base,None
483,Dialga-Origin,Steel,Dragon,0.5,0.5,100,100,120,150,120,90,0: Pressure H: Telepathy,7,850,Blue,None,Base,None
484,Palkia,Water,Dragon,0.5,0.5,90,120,100,150,120,100,0: Pressure H: Telepathy,4.2,336,Purple,None,Base,None
484,Palkia-Origin,Water,Dragon,0.5,0.5,90,100,100,150,120,120,0: Pressure H: Telepathy,6.3,660,Purple,None,Base,None
485,Heatran,Fire,Steel,0.5,0.5,91,90,106,130,106,77,0: Flash Fire H: Flame Body,1.7,430,Brown,None,Base,None
486,Regigigas,Normal,null,0.5,0.5,110,160,110,80,110,100,0: Slow Start,3.7,420,White,None,Base,None
487,Giratina,Ghost,Dragon,0.5,0.5,150,100,120,100,120,90,0: Pressure H: Telepathy,4.5,750,Black,None,Base,None
